城市,年月,最高温,最低温,平均气温
阿勒泰,2023-12,1.0,-35.0,-7.9
阿勒泰,2024-01,2.0,-25.0,-7.1
阿勒泰,2024-02,3.0,-40.0,-8.8
阿勒泰,2024-03,14.0,-19.0,2.9
阿勒泰,2024-04,22.0,-2.0,14.2
阿勒泰,2024-05,32.0,4.0,23.0
阿勒泰,2024-06,34.0,10.0,27.4
阿勒泰,2024-07,34.0,13.0,28.4
阿勒泰,2024-08,34.0,10.0,28.1
阿勒泰,2024-09,26.0,1.0,18.1
阿勒泰,2024-10,21.0,-3.0,11.7
阿勒泰,2024-11,15.0,-11.0,2.3
随州,2023-12,23.0,-7.0,9.6
随州,2024-01,21.0,-8.0,9.3
随州,2024-02,23.0,-9.0,8.2
随州,2024-03,30.0,-1.0,18.7
随州,2024-04,30.0,9.0,22.9
随州,2024-05,35.0,12.0,28.3
随州,2024-06,38.0,17.0,31.2
随州,2024-07,38.0,21.0,32.3
随州,2024-08,38.0,23.0,34.6
随州,2024-09,39.0,13.0,31.6
随州,2024-10,29.0,6.0,23.4
随州,2024-11,25.0,-2.0,17.9
雅安,2023-12,18.0,-1.0,11.4
雅安,2024-01,17.0,0.0,10.6
雅安,2024-02,20.0,2.0,11.7
雅安,2024-03,27.0,4.0,17.6
雅安,2024-04,29.0,12.0,23.0
雅安,2024-05,33.0,13.0,26.0
雅安,2024-06,33.0,17.0,28.1
雅安,2024-07,35.0,20.0,29.0
雅安,2024-08,38.0,21.0,33.9
雅安,2024-09,37.0,16.0,30.0
雅安,2024-10,25.0,12.0,20.6
雅安,2024-11,23.0,6.0,16.6
青岛,2023-12,16.0,-9.0,4.5
青岛,2024-01,9.0,-7.0,3.7
青岛,2024-02,18.0,-5.0,3.9
青岛,2024-03,19.0,-2.0,10.9
青岛,2024-04,23.0,6.0,16.9
青岛,2024-05,28.0,12.0,21.1
青岛,2024-06,32.0,17.0,25.7
青岛,2024-07,31.0,20.0,27.7
青岛,2024-08,33.0,24.0,30.5
青岛,2024-09,31.0,16.0,27.7
青岛,2024-10,25.0,8.0,19.8
青岛,2024-11,22.0,0.0,14.5
鞍山,2023-12,16.0,-21.0,-2.3
鞍山,2024-01,4.0,-20.0,-2.4
鞍山,2024-02,14.0,-17.0,-0.6
鞍山,2024-03,16.0,-7.0,8.6
鞍山,2024-04,24.0,1.0,19.3
鞍山,2024-05,29.0,10.0,24.1
鞍山,2024-06,34.0,14.0,29.6
鞍山,2024-07,35.0,19.0,29.8
鞍山,2024-08,34.0,19.0,31.0
鞍山,2024-09,29.0,6.0,24.0
鞍山,2024-10,24.0,-2.0,17.3
鞍山,2024-11,19.0,-8.0,9.7
韶关,2023-12,28.0,-1.0,16.7
韶关,2024-01,26.0,-1.0,16.4
韶关,2024-02,28.0,2.0,15.0
韶关,2024-03,30.0,4.0,20.7
韶关,2024-04,31.0,15.0,25.2
韶关,2024-05,32.0,17.0,27.8
韶关,2024-06,35.0,21.0,30.2
韶关,2024-07,40.0,24.0,34.4
韶关,2024-08,37.0,25.0,34.3
韶关,2024-09,37.0,19.0,33.0
韶关,2024-10,33.0,12.0,27.8
韶关,2024-11,30.0,7.0,23.3
马鞍山,2023-12,23.0,-7.0,9.7
马鞍山,2024-01,19.0,-6.0,9.1
马鞍山,2024-02,26.0,-2.0,8.2
马鞍山,2024-03,32.0,-1.0,17.4
马鞍山,2024-04,28.0,8.0,22.1
马鞍山,2024-05,33.0,12.0,26.5
马鞍山,2024-06,35.0,16.0,29.2
马鞍山,2024-07,38.0,22.0,33.2
马鞍山,2024-08,40.0,24.0,35.6
马鞍山,2024-09,37.0,16.0,30.8
马鞍山,2024-10,28.0,9.0,21.2
马鞍山,2024-11,25.0,3.0,17.3
驻马店,2023-12,23.0,-8.0,8.2
驻马店,2024-01,16.0,-6.0,7.7
驻马店,2024-02,22.0,-8.0,7.4
驻马店,2024-03,29.0,0.0,16.9
驻马店,2024-04,29.0,7.0,22.2
驻马店,2024-05,36.0,11.0,29.5
驻马店,2024-06,40.0,17.0,32.8
驻马店,2024-07,37.0,21.0,31.6
驻马店,2024-08,36.0,21.0,33.3
驻马店,2024-09,37.0,12.0,28.5
驻马店,2024-10,28.0,7.0,22.3
驻马店,2024-11,25.0,1.0,16.6
高雄,2023-12,31.0,13.0,26.9
高雄,2024-01,30.0,11.0,26.0
高雄,2024-02,35.0,12.0,29.9
高雄,2024-03,35.0,15.0,30.0
高雄,2024-04,36.0,23.0,34.2
高雄,2024-05,34.0,23.0,32.4
高雄,2024-06,37.0,25.0,33.5
高雄,2024-07,37.0,26.0,33.2
高雄,2024-08,33.0,25.0,30.7
高雄,2024-09,32.0,24.0,30.0
高雄,2024-10,30.0,21.0,26.3
高雄,2024-11,27.0,13.0,22.1
鸡西,2023-12,2.0,-29.0,-10.1
鸡西,2024-01,0.0,-26.0,-9.5
鸡西,2024-02,9.0,-24.0,-3.9
鸡西,2024-03,12.0,-17.0,2.1
鸡西,2024-04,29.0,-3.0,16.0
鸡西,2024-05,29.0,4.0,18.6
鸡西,2024-06,30.0,9.0,21.7
鸡西,2024-07,32.0,14.0,27.3
鸡西,2024-08,31.0,15.0,27.1
鸡西,2024-09,30.0,4.0,21.4
鸡西,2024-10,24.0,-3.0,13.4
鸡西,2024-11,16.0,-18.0,1.7
鹤壁,2023-12,21.0,-15.0,4.1
鹤壁,2024-01,13.0,-9.0,4.8
鹤壁,2024-02,18.0,-8.0,7.0
鹤壁,2024-03,23.0,-1.0,16.0
鹤壁,2024-04,28.0,6.0,21.9
鹤壁,2024-05,34.0,11.0,27.5
鹤壁,2024-06,41.0,17.0,34.6
鹤壁,2024-07,36.0,19.0,31.1
鹤壁,2024-08,35.0,20.0,32.4
鹤壁,2024-09,35.0,9.0,27.7
鹤壁,2024-10,27.0,3.0,21.3
鹤壁,2024-11,22.0,-2.0,14.7
鹤岗,2023-12,1.0,-32.0,-11.8
鹤岗,2024-01,-4.0,-32.0,-11.4
鹤岗,2024-02,7.0,-25.0,-4.9
鹤岗,2024-03,10.0,-19.0,1.5
鹤岗,2024-04,25.0,-5.0,14.7
鹤岗,2024-05,26.0,1.0,18.5
鹤岗,2024-06,29.0,5.0,20.9
鹤岗,2024-07,32.0,11.0,27.6
鹤岗,2024-08,31.0,13.0,25.8
鹤岗,2024-09,27.0,0.0,20.6
鹤岗,2024-10,21.0,-7.0,12.4
鹤岗,2024-11,10.0,-21.0,-0.2
鹰潭,2023-12,27.0,-4.0,12.6
鹰潭,2024-01,22.0,-5.0,11.6
鹰潭,2024-02,29.0,0.0,11.0
鹰潭,2024-03,31.0,1.0,19.2
鹰潭,2024-04,32.0,13.0,23.4
鹰潭,2024-05,34.0,15.0,27.4
鹰潭,2024-06,36.0,18.0,27.8
鹰潭,2024-07,39.0,25.0,35.9
鹰潭,2024-08,40.0,25.0,35.9
鹰潭,2024-09,38.0,19.0,33.2
鹰潭,2024-10,32.0,12.0,24.8
鹰潭,2024-11,28.0,3.0,20.3
黄冈,2023-12,23.0,-4.0,10.5
黄冈,2024-01,20.0,-5.0,9.7
黄冈,2024-02,25.0,-2.0,8.3
黄冈,2024-03,31.0,2.0,18.2
黄冈,2024-04,29.0,11.0,23.1
黄冈,2024-05,34.0,14.0,27.5
黄冈,2024-06,36.0,19.0,29.0
黄冈,2024-07,39.0,22.0,34.1
黄冈,2024-08,39.0,24.0,35.4
黄冈,2024-09,39.0,15.0,32.7
黄冈,2024-10,29.0,10.0,23.6
黄冈,2024-11,26.0,2.0,19.1
黄石,2023-12,24.0,-3.0,11.3
黄石,2024-01,20.0,-4.0,10.1
黄石,2024-02,29.0,-2.0,9.1
黄石,2024-03,33.0,1.0,18.9
黄石,2024-04,29.0,12.0,23.2
黄石,2024-05,35.0,14.0,27.4
黄石,2024-06,35.0,18.0,28.6
黄石,2024-07,40.0,23.0,35.2
黄石,2024-08,40.0,24.0,36.8
黄石,2024-09,39.0,15.0,33.5
黄石,2024-10,30.0,9.0,24.1
黄石,2024-11,27.0,2.0,19.5
黑河,2023-12,0.0,-33.0,-15.3
黑河,2024-01,-5.0,-33.0,-14.6
黑河,2024-02,-1.0,-27.0,-8.3
黑河,2024-03,8.0,-21.0,-0.2
黑河,2024-04,23.0,-8.0,12.7
黑河,2024-05,28.0,2.0,19.0
黑河,2024-06,31.0,8.0,23.7
黑河,2024-07,35.0,14.0,28.4
黑河,2024-08,30.0,11.0,25.2
黑河,2024-09,29.0,-1.0,19.6
黑河,2024-10,22.0,-7.0,9.6
黑河,2024-11,4.0,-21.0,-2.4
齐齐哈尔,2023-12,1.0,-29.0,-11.4
齐齐哈尔,2024-01,-3.0,-26.0,-10.3
齐齐哈尔,2024-02,7.0,-24.0,-5.0
齐齐哈尔,2024-03,12.0,-18.0,3.6
齐齐哈尔,2024-04,25.0,-5.0,15.9
齐齐哈尔,2024-05,27.0,5.0,20.6
齐齐哈尔,2024-06,32.0,12.0,24.6
齐齐哈尔,2024-07,33.0,17.0,29.4
齐齐哈尔,2024-08,31.0,13.0,26.5
齐齐哈尔,2024-09,28.0,3.0,21.7
齐齐哈尔,2024-10,22.0,-5.0,12.5
齐齐哈尔,2024-11,10.0,-20.0,1.3
龙岩,2023-12,27.0,1.0,18.9
龙岩,2024-01,26.0,0.0,18.8
龙岩,2024-02,30.0,5.0,20.6
龙岩,2024-03,31.0,5.0,21.2
龙岩,2024-04,33.0,15.0,26.0
龙岩,2024-05,33.0,16.0,27.3
龙岩,2024-06,34.0,17.0,29.7
龙岩,2024-07,38.0,23.0,33.8
龙岩,2024-08,37.0,23.0,32.8
龙岩,2024-09,36.0,21.0,31.9
龙岩,2024-10,34.0,16.0,27.7
龙岩,2024-11,31.0,7.0,23.8
